,,
9020,ＪＲ東日本,鉄道・バス
9021,ＪＲ西日本,鉄道・バス
9022,ＪＲ東海,鉄道・バス
9064,ヤマトＨＤ,陸運
9101,日本郵船,海運
9104,商船三井,海運
9107,川崎汽船,海運
9147,ＮＸＨＤ,陸運
9201,ＪＡＬ,空運
9202,ＡＮＡＨＤ,空運
9301,三菱倉庫,倉庫
9432,ＮＴＴ,通信
9433,ＫＤＤＩ,通信
9434,ソフトバンク,通信
9501,東京電力ＨＤ,電力
9502,中部電力,電力
9503,関西電力,電力
9531,東京ガス,ガス
9532,大阪ガス,ガス
9602,東宝,サービス
9735,セコム,サービス
9766,コナミＧ,サービス
9843,ニトリＨＤ,小売業
9983,ファーストリテイリング,小売業
9984,ソフトバンクＧ,通信
